,Reference,Tagged Entity,Class,Start position,End position,ToposText ID
918,urn:cts:latinLit:phi0978.phi001:4.18.8,Aegean Sea,['place'],116,126,https://topostext.org/place/381253WAeg
919,urn:cts:latinLit:phi0978.phi001:4.18.8,Aex,,147,150,https://topostext.org/people/14697
920,urn:cts:latinLit:phi0978.phi001:4.18.8,goat,,184,188,https://topostext.org/people/10956
921,urn:cts:latinLit:phi0978.phi001:4.18.8,Andros,['place'],321,327,https://topostext.org/place/378248PAnd
922,urn:cts:latinLit:phi0978.phi001:4.18.8,Achaia,['place'],333,339,https://topostext.org/place/382219RAch
923,urn:cts:latinLit:phi0978.phi001:4.18.8,Aegean Sea,['place'],429,439,https://topostext.org/place/381253WAeg
924,urn:cts:latinLit:phi0978.phi001:4.18.8,Myrtoan,['demonym'],458,465,https://topostext.org/place/370240WMyr
925,urn:cts:latinLit:phi0978.phi001:4.18.8,Myrtos,['place'],509,515,https://topostext.org/place/379245IMyr
926,urn:cts:latinLit:phi0978.phi001:4.18.8,Macedonia,['place'],552,561,https://topostext.org/place/408225RMak
927,urn:cts:latinLit:phi0978.phi001:4.18.8,Geraistos,['place'],567,576,https://topostext.org/place/380245HGer
928,urn:cts:latinLit:phi0978.phi001:4.18.8,Carystus,['place'],591,599,https://topostext.org/place/380244PKar
929,urn:cts:latinLit:phi0978.phi001:4.18.8,Euboea,['place'],603,609,https://topostext.org/place/385239IEub
930,urn:cts:latinLit:phi0978.phi001:4.18.8,Macedonian,['demonym'],668,678,https://topostext.org/place/408225RMak
931,urn:cts:latinLit:phi0978.phi001:4.18.8,Macedonia,['place'],726,735,https://topostext.org/place/408225RMak
932,urn:cts:latinLit:phi0978.phi001:4.18.8,Thrace,['place'],739,745,https://topostext.org/place/410265RThr
933,urn:cts:latinLit:phi0978.phi001:4.18.8,Ionian Sea,['place'],832,842,https://topostext.org/place/408187WIon
934,urn:cts:latinLit:phi0978.phi001:4.18.8,Sicilian,['demonym'],852,860,https://topostext.org/place/376145RSic
935,urn:cts:latinLit:phi0978.phi001:4.18.8,Cretan,['demonym'],869,875,https://topostext.org/place/352252IKre
936,urn:cts:latinLit:phi0978.phi001:4.18.8,Icarian,['demonym'],941,948,https://topostext.org/place/375263WIka
937,urn:cts:latinLit:phi0978.phi001:4.18.8,Samos,['place'],981,986,https://topostext.org/place/377269PSam
938,urn:cts:latinLit:phi0978.phi001:4.18.8,Myconos,['place'],991,998,https://topostext.org/place/374253PMyk
939,urn:cts:latinLit:phi0978.phi001:4.19.1,Thesprotia,['place'],86,96,https://topostext.org/place/394204RThp
940,urn:cts:latinLit:phi0978.phi001:4.19.1,Acroceraunia,['place'],162,174,https://topostext.org/place/404194LKer
941,urn:cts:latinLit:phi0978.phi001:4.19.1,Corcyra,['place'],193,200,https://topostext.org/place/396199PKer
942,urn:cts:latinLit:phi0978.phi001:4.19.1,Cassiope,['place'],283,291,https://topostext.org/place/398199UKas
943,urn:cts:latinLit:phi0978.phi001:4.19.1,Jupiter,,319,326,https://topostext.org/people/1
944,urn:cts:latinLit:phi0978.phi001:4.19.1,Cassius,,327,334,https://topostext.org/people/61
945,urn:cts:latinLit:phi0978.phi001:4.19.1,Homer,,388,393,https://topostext.org/people/9
946,urn:cts:latinLit:phi0978.phi001:4.19.1,Scheria,['place'],411,418,https://topostext.org/place/396199PKer
947,urn:cts:latinLit:phi0978.phi001:4.19.1,Callimachus,,439,450,https://topostext.org/people/219
948,urn:cts:latinLit:phi0978.phi001:4.19.1,Drepane,,460,467,https://topostext.org/people/6440
949,urn:cts:latinLit:phi0978.phi001:4.19.1,Italy,['place'],553,558,https://topostext.org/place/406163RIta
950,urn:cts:latinLit:phi0978.phi001:4.19.1,Paxos,['place'],583,588,https://topostext.org/place/392202IPax
951,urn:cts:latinLit:phi0978.phi001:4.19.1,Leucadia,['place'],600,608,https://topostext.org/place/387207PLeu
952,urn:cts:latinLit:phi0978.phi001:4.19.1,Corcyra,['place'],647,654,https://topostext.org/place/396199PKer
953,urn:cts:latinLit:phi0978.phi001:4.19.1,Corcyra,['place'],692,699,https://topostext.org/place/396199PKer
954,urn:cts:latinLit:phi0978.phi001:4.19.1,Ericusa,,705,712,https://topostext.org/people/9353
955,urn:cts:latinLit:phi0978.phi001:4.19.1,Malthace,,733,741,https://topostext.org/people/7921
956,urn:cts:latinLit:phi0978.phi001:4.19.1,Ptychia,['place'],763,770,https://topostext.org/place/398198IPty
957,urn:cts:latinLit:phi0978.phi001:4.19.1,Phalacrum,['place'],791,800,https://topostext.org/place/397197LPha
958,urn:cts:latinLit:phi0978.phi001:4.19.1,Corcyra,['place'],818,825,https://topostext.org/place/396199PKer
959,urn:cts:latinLit:phi0978.phi001:4.19.1,Ulysses,,941,948,https://topostext.org/people/18
960,urn:cts:latinLit:phi0978.phi001:4.19.2,Sybota,['place'],49,55,https://topostext.org/place/394202ISyb
961,urn:cts:latinLit:phi0978.phi001:4.19.2,Leucadia,['place'],69,77,https://topostext.org/place/387207PLeu
962,urn:cts:latinLit:phi0978.phi001:4.19.2,Achaia,['place'],82,88,https://topostext.org/place/382219RAch
963,urn:cts:latinLit:phi0978.phi001:4.19.2,Teleboides,,145,155,https://topostext.org/people/6003
964,urn:cts:latinLit:phi0978.phi001:4.19.2,Taphiae,['place'],165,172,https://topostext.org/place/388208ITap
965,urn:cts:latinLit:phi0978.phi001:4.19.2,Leucadia,['place'],213,221,https://topostext.org/place/387207PLeu
966,urn:cts:latinLit:phi0978.phi001:4.19.2,Taphias,['place'],249,256,https://topostext.org/place/387208ITap
967,urn:cts:latinLit:phi0978.phi001:4.19.2,Aitolia,['place'],313,320,https://topostext.org/place/386215RAit
968,urn:cts:latinLit:phi0978.phi001:4.19.2,Echinades,['place'],329,338,https://topostext.org/place/383213IEch
969,urn:cts:latinLit:phi0978.phi001:4.19.2,Aegialia,,354,362,https://topostext.org/people/4394
970,urn:cts:latinLit:phi0978.phi001:4.19.2,Dionysia,,392,400,https://topostext.org/people/651
971,urn:cts:latinLit:phi0978.phi001:4.19.2,Cyrnus,,402,408,https://topostext.org/people/649
972,urn:cts:latinLit:phi0978.phi001:4.19.2,Chalcis,['place'],410,417,https://topostext.org/place/384216UHyp
973,urn:cts:latinLit:phi0978.phi001:4.19.3,Cephallenia,['place'],55,66,https://topostext.org/place/382206IKep
974,urn:cts:latinLit:phi0978.phi001:4.19.3,Zacynthus,['place'],71,80,https://topostext.org/place/378209PZak
975,urn:cts:latinLit:phi0978.phi001:4.19.3,Ithaca,['place'],101,107,https://topostext.org/place/383207IIth
976,urn:cts:latinLit:phi0978.phi001:4.19.3,Dulichium,['place'],109,118,https://topostext.org/place/383213IDol
977,urn:cts:latinLit:phi0978.phi001:4.19.3,Same,['place'],120,124,https://topostext.org/place/383207PSam
978,urn:cts:latinLit:phi0978.phi001:4.19.3,Cephallenia,['place'],139,150,https://topostext.org/place/382206IKep
979,urn:cts:latinLit:phi0978.phi001:4.19.3,Melaena,,170,177,https://topostext.org/people/5776
980,urn:cts:latinLit:phi0978.phi001:4.19.3,Paxos,['place'],219,224,https://topostext.org/place/392202IPax
981,urn:cts:latinLit:phi0978.phi001:4.19.3,Same,['place'],282,286,https://topostext.org/place/383207PSam
982,urn:cts:latinLit:phi0978.phi001:4.19.3,Achaia,['place'],395,401,https://topostext.org/place/382219RAch
983,urn:cts:latinLit:phi0978.phi001:4.19.3,Zacynthus,['place'],421,430,https://topostext.org/place/378209PZak
984,urn:cts:latinLit:phi0978.phi001:4.19.3,Hyrie,,534,539,https://topostext.org/people/6548
985,urn:cts:latinLit:phi0978.phi001:4.19.3,Cephallenia,['place'],566,577,https://topostext.org/place/382206IKep
986,urn:cts:latinLit:phi0978.phi001:4.19.3,Elatus,['place'],653,659,https://topostext.org/place/378207LEla
987,urn:cts:latinLit:phi0978.phi001:4.19.3,Zacynthus,['place'],747,756,https://topostext.org/place/378209PZak
988,urn:cts:latinLit:phi0978.phi001:4.19.3,Ithaca,['place'],760,766,https://topostext.org/place/383207IIth
989,urn:cts:latinLit:phi0978.phi001:4.19.3,Neritus,,786,793,https://topostext.org/people/3725
990,urn:cts:latinLit:phi0978.phi001:4.19.3,Araxus,['place'],883,889,https://topostext.org/place/382214LAra
991,urn:cts:latinLit:phi0978.phi001:4.19.3,Peloponnesus,['place'],911,923,https://topostext.org/place/375222RPel
992,urn:cts:latinLit:phi0978.phi001:4.19.3,Ithaca,['place'],932,938,https://topostext.org/place/383207IIth
993,urn:cts:latinLit:phi0978.phi001:4.19.3,Asteris,['place'],971,978,https://topostext.org/place/381204IAst
994,urn:cts:latinLit:phi0978.phi001:4.19.3,Prote,['place'],983,988,https://topostext.org/place/371216IPro
995,urn:cts:latinLit:phi0978.phi001:4.19.3,Zacynthus,['place'],1001,1010,https://topostext.org/place/378209PZak
996,urn:cts:latinLit:phi0978.phi001:4.19.3,Strophades,['place'],1100,1110,https://topostext.org/place/373210IStr
997,urn:cts:latinLit:phi0978.phi001:4.19.3,Plotae,,1133,1139,https://topostext.org/people/10106
998,urn:cts:latinLit:phi0978.phi001:4.19.3,Cephallenia,['place'],1148,1159,https://topostext.org/place/382206IKep
999,urn:cts:latinLit:phi0978.phi001:4.19.3,Pylos,['place'],1180,1185,https://topostext.org/place/370217UPyl
1000,urn:cts:latinLit:phi0978.phi001:4.19.3,Sphagiae,['place'],1196,1204,https://topostext.org/place/369217ISph
1001,urn:cts:latinLit:phi0978.phi001:4.19.3,Messene,['place'],1217,1224,https://topostext.org/place/372219PMes
1002,urn:cts:latinLit:phi0978.phi001:4.19.3,Oinussae,['place'],1229,1237,https://topostext.org/place/368217IOin
1003,urn:cts:latinLit:phi0978.phi001:4.19.4,Asinaean,['demonym'],17,25,https://topostext.org/place/367222PAsi
1004,urn:cts:latinLit:phi0978.phi001:4.19.4,Thyrides,['place'],51,59,https://topostext.org/place/365224LThy
1005,urn:cts:latinLit:phi0978.phi001:4.19.4,Laconia,['place'],76,83,https://topostext.org/place/370225RLak
1006,urn:cts:latinLit:phi0978.phi001:4.19.4,Theganusa,['place'],84,93,https://topostext.org/place/367219IThe
1007,urn:cts:latinLit:phi0978.phi001:4.19.4,Cothon,,95,101,https://topostext.org/people/18025
1008,urn:cts:latinLit:phi0978.phi001:4.19.4,Cythera,['place'],107,114,https://topostext.org/place/363230PKyt
1009,urn:cts:latinLit:phi0978.phi001:4.19.4,Porphyris,,180,189,https://topostext.org/people/6846
1010,urn:cts:latinLit:phi0978.phi001:4.19.4,Malea,['place'],239,244,https://topostext.org/place/364232LMal
1011,urn:cts:latinLit:phi0978.phi001:4.19.4,Argolis,['place'],313,320,https://topostext.org/place/374229RArg
1012,urn:cts:latinLit:phi0978.phi001:4.19.4,Pityusa,['place'],325,332,https://topostext.org/place/373233IPit
1013,urn:cts:latinLit:phi0978.phi001:4.19.4,Hermione,['place'],379,387,https://topostext.org/place/374232UHer
1014,urn:cts:latinLit:phi0978.phi001:4.19.4,Aperopia,['place'],400,408,https://topostext.org/place/373233IApe
1015,urn:cts:latinLit:phi0978.phi001:4.19.4,Colonis,,410,417,https://topostext.org/people/9172
1016,urn:cts:latinLit:phi0978.phi001:4.19.4,Aristera,['place'],423,431,https://topostext.org/place/372232IAri
1017,urn:cts:latinLit:phi0978.phi001:4.19.4,Troezen,['place'],455,462,https://topostext.org/place/375234PTro
1018,urn:cts:latinLit:phi0978.phi001:4.19.4,Calauria,['place'],464,472,https://topostext.org/place/375235IKal
1019,urn:cts:latinLit:phi0978.phi001:4.19.4,Plateis,['place'],504,511,https://topostext.org/place/355265IPla
1020,urn:cts:latinLit:phi0978.phi001:4.19.4,Belbina,['place'],513,520,https://topostext.org/place/375239IBel
1021,urn:cts:latinLit:phi0978.phi001:4.19.4,Lasia,,522,527,https://topostext.org/people/6597
1022,urn:cts:latinLit:phi0978.phi001:4.19.4,Epidaurus,['place'],553,562,https://topostext.org/place/376232PEpi
1023,urn:cts:latinLit:phi0978.phi001:4.19.4,Cecryphalos,['place'],566,577,https://topostext.org/place/378233IKek
1024,urn:cts:latinLit:phi0978.phi001:4.19.4,Pityonesos,['place'],583,593,https://topostext.org/place/377233IPit
1025,urn:cts:latinLit:phi0978.phi001:4.19.4,Aigina,['place'],684,690,https://topostext.org/place/378234PAig
1026,urn:cts:latinLit:phi0978.phi001:4.19.4,Piraeus,['place'],809,816,https://topostext.org/place/379236HPei
1027,urn:cts:latinLit:phi0978.phi001:4.19.4,Athens,['place'],830,836,https://topostext.org/place/380237PAth
1028,urn:cts:latinLit:phi0978.phi001:4.19.4,Oinone,['place'],868,874,https://topostext.org/place/378234PAig
1029,urn:cts:latinLit:phi0978.phi001:4.19.4,Spiraion,['place'],903,911,https://topostext.org/place/378232LSpi
1030,urn:cts:latinLit:phi0978.phi001:4.19.4,Cenchreis,,995,1004,https://topostext.org/people/6337
1031,urn:cts:latinLit:phi0978.phi001:4.19.4,Aspis,['place'],1010,1015,https://topostext.org/place/379231IAsp
1032,urn:cts:latinLit:phi0978.phi001:4.19.4,Megara,['place'],1041,1047,https://topostext.org/place/380233PMeg
1033,urn:cts:latinLit:phi0978.phi001:4.19.4,Aegila,['place'],1070,1076,https://topostext.org/place/366225SAig
1034,urn:cts:latinLit:phi0978.phi001:4.19.4,Cythera,['place'],1118,1125,https://topostext.org/place/363230PKyt
1035,urn:cts:latinLit:phi0978.phi001:4.19.4,Phalasarna,['place'],1151,1161,https://topostext.org/place/355236PPha
1036,urn:cts:latinLit:phi0978.phi001:4.19.4,Crete,['place'],1173,1178,https://topostext.org/place/352252IKre
1037,urn:cts:latinLit:phi0978.phi001:4.20.1,Crete,['place'],17,22,https://topostext.org/place/352252IKre
1038,urn:cts:latinLit:phi0978.phi001:4.20.1,Dosiades,,164,172,https://topostext.org/people/7612
1039,urn:cts:latinLit:phi0978.phi001:4.20.1,Crete,,216,221,https://topostext.org/people/2802
1040,urn:cts:latinLit:phi0978.phi001:4.20.1,Hesperides,,239,249,https://topostext.org/people/597
1041,urn:cts:latinLit:phi0978.phi001:4.20.1,Anaximander,,251,262,https://topostext.org/people/1151
1042,urn:cts:latinLit:phi0978.phi001:4.20.1,Curetes,,283,290,https://topostext.org/people/414
1043,urn:cts:latinLit:phi0978.phi001:4.20.1,Philistides,,292,303,https://topostext.org/people/3067
1044,urn:cts:latinLit:phi0978.phi001:4.20.1,Mallus,,307,313,https://topostext.org/people/6635
1045,urn:cts:latinLit:phi0978.phi001:4.20.1,Crates,,321,327,https://topostext.org/people/13722
1046,urn:cts:latinLit:phi0978.phi001:4.20.1,Aeria,,361,366,https://topostext.org/people/3315
1047,urn:cts:latinLit:phi0978.phi001:4.20.1,Curetis,,383,390,https://topostext.org/people/4950
1048,urn:cts:latinLit:phi0978.phi001:4.20.1,Macaron,,446,453,https://topostext.org/people/7907
1049,urn:cts:latinLit:phi0978.phi001:4.20.1,Cretan,['demonym'],657,663,https://topostext.org/place/352252IKre
1050,urn:cts:latinLit:phi0978.phi001:4.20.1,Sammonium,['place'],745,754,https://topostext.org/place/353263LSam
1051,urn:cts:latinLit:phi0978.phi001:4.20.1,Rhodes,['place'],763,769,https://topostext.org/place/364282IRho
1052,urn:cts:latinLit:phi0978.phi001:4.20.1,Criumetopon,['place'],816,827,https://topostext.org/place/352236LKri
1053,urn:cts:latinLit:phi0978.phi001:4.20.1,Cyrene,['place'],849,855,https://topostext.org/place/328219PCyr
1054,urn:cts:latinLit:phi0978.phi001:4.20.2,Crete,['place'],40,45,https://topostext.org/place/352252IKre
1055,urn:cts:latinLit:phi0978.phi001:4.20.2,Phalasarna,['place'],51,61,https://topostext.org/place/355236PPha
1056,urn:cts:latinLit:phi0978.phi001:4.20.2,Etaea,['place'],63,68,https://topostext.org/place/352261USet
1057,urn:cts:latinLit:phi0978.phi001:4.20.2,Cisamon,['place'],70,77,https://topostext.org/place/358243LKis
1058,urn:cts:latinLit:phi0978.phi001:4.20.2,Pergamum,['place'],79,87,https://topostext.org/place/355238UPer
1059,urn:cts:latinLit:phi0978.phi001:4.20.2,Cydonia,['place'],89,96,https://topostext.org/place/355240PKyd
1060,urn:cts:latinLit:phi0978.phi001:4.20.2,Minoium,['place'],98,105,https://topostext.org/place/351258PMin
1061,urn:cts:latinLit:phi0978.phi001:4.20.2,Apteron,['place'],107,114,https://topostext.org/place/355241PApt
1062,urn:cts:latinLit:phi0978.phi001:4.20.2,Pantomatrium,['place'],116,128,https://topostext.org/place/354246UPan
1063,urn:cts:latinLit:phi0978.phi001:4.20.2,Amphimalla,['place'],130,140,https://topostext.org/place/354243UAmp
1064,urn:cts:latinLit:phi0978.phi001:4.20.2,Rhithymna,['place'],142,151,https://topostext.org/place/354245URhi
1065,urn:cts:latinLit:phi0978.phi001:4.20.2,Panormus,['place'],153,161,https://topostext.org/place/354250HPan
1066,urn:cts:latinLit:phi0978.phi001:4.20.2,Apollonia,['place'],172,181,https://topostext.org/place/352244PApo
1067,urn:cts:latinLit:phi0978.phi001:4.20.2,Heraclea,['place'],191,199,https://topostext.org/place/353251PHer
1068,urn:cts:latinLit:phi0978.phi001:4.20.2,Miletos,['place'],201,208,https://topostext.org/place/353256PMil
1069,urn:cts:latinLit:phi0978.phi001:4.20.2,Ampelos,['place'],210,217,https://topostext.org/place/350262UAmp
1070,urn:cts:latinLit:phi0978.phi001:4.20.2,Hierapytna,['place'],219,229,https://topostext.org/place/350257PHie
1071,urn:cts:latinLit:phi0978.phi001:4.20.2,Lebena,['place'],231,237,https://topostext.org/place/349249PLeb
1072,urn:cts:latinLit:phi0978.phi001:4.20.2,Gortyna,['place'],277,284,https://topostext.org/place/351249UGor
1073,urn:cts:latinLit:phi0978.phi001:4.20.2,Phaestum,['place'],286,294,https://topostext.org/place/351248PPha
1074,urn:cts:latinLit:phi0978.phi001:4.20.2,Cnossus,['place'],296,303,https://topostext.org/place/353252PKno
1075,urn:cts:latinLit:phi0978.phi001:4.20.2,Polyrrenium,['place'],305,316,https://topostext.org/place/355237UPol
1076,urn:cts:latinLit:phi0978.phi001:4.20.2,Myrina,,318,324,https://topostext.org/people/2467
1077,urn:cts:latinLit:phi0978.phi001:4.20.2,Lycastus,['place'],326,334,https://topostext.org/place/352251ULyk
1078,urn:cts:latinLit:phi0978.phi001:4.20.2,Rhamnus,['place'],336,343,https://topostext.org/place/352250PRha
1079,urn:cts:latinLit:phi0978.phi001:4.20.2,Lyctus,['place'],345,351,https://topostext.org/place/352254PLyk
1080,urn:cts:latinLit:phi0978.phi001:4.20.2,Pyloros,['place'],365,372,https://topostext.org/place/350249UPyl
1081,urn:cts:latinLit:phi0978.phi001:4.20.2,Rhytion,['place'],374,381,https://topostext.org/place/350252URhy
1082,urn:cts:latinLit:phi0978.phi001:4.20.2,Elatos,,383,389,https://topostext.org/people/1526
1083,urn:cts:latinLit:phi0978.phi001:4.20.2,Pharae,,391,397,https://topostext.org/people/8146
1084,urn:cts:latinLit:phi0978.phi001:4.20.2,Lasos,['place'],410,415,https://topostext.org/place/349248ULas
1085,urn:cts:latinLit:phi0978.phi001:4.20.2,Eleuthernae,['place'],417,428,https://topostext.org/place/353247PEle
1086,urn:cts:latinLit:phi0978.phi001:4.20.2,Tylisos,['place'],456,463,https://topostext.org/place/353250PTyl
1087,urn:cts:latinLit:phi0978.phi001:4.20.2,Cadistus,['place'],552,560,https://topostext.org/place/353258LKad
1088,urn:cts:latinLit:phi0978.phi001:4.20.2,Ida,['place'],562,565,https://topostext.org/place/352248LIda
1089,urn:cts:latinLit:phi0978.phi001:4.20.2,Corycus,['place'],584,591,https://topostext.org/place/358238LKor
1090,urn:cts:latinLit:phi0978.phi001:4.20.2,Criumetopon,['place'],638,649,https://topostext.org/place/352236LKri
1091,urn:cts:latinLit:phi0978.phi001:4.20.2,Agrippa,,664,671,https://topostext.org/people/91
1092,urn:cts:latinLit:phi0978.phi001:4.20.2,Phycus,['place'],678,684,https://topostext.org/place/329216HPhy
1093,urn:cts:latinLit:phi0978.phi001:4.20.2,Cyrene,['place'],704,710,https://topostext.org/place/328219PCyr
1094,urn:cts:latinLit:phi0978.phi001:4.20.2,Cadistus,['place'],730,738,https://topostext.org/place/353258LKad
1095,urn:cts:latinLit:phi0978.phi001:4.20.2,Malea,['place'],745,750,https://topostext.org/place/364232LMal
1096,urn:cts:latinLit:phi0978.phi001:4.20.2,Peloponnesus,['place'],758,770,https://topostext.org/place/375222RPel
1097,urn:cts:latinLit:phi0978.phi001:4.20.2,Carpathus,['place'],799,808,https://topostext.org/place/356271IKar
1098,urn:cts:latinLit:phi0978.phi001:4.20.2,Sammonium,['place'],831,840,https://topostext.org/place/353263LSam
1099,urn:cts:latinLit:phi0978.phi001:4.20.2,Rhodes,['place'],953,959,https://topostext.org/place/364282IRho
1100,urn:cts:latinLit:phi0978.phi001:4.20.3,Peloponnesus,['place'],71,83,https://topostext.org/place/375222RPel
1101,urn:cts:latinLit:phi0978.phi001:4.20.3,Corycae,['place'],112,119,https://topostext.org/place/356236IKor
1102,urn:cts:latinLit:phi0978.phi001:4.20.3,Mylae,['place'],140,145,https://topostext.org/place/354235IMyl
1103,urn:cts:latinLit:phi0978.phi001:4.20.3,Crete,['place'],173,178,https://topostext.org/place/352252IKre
1104,urn:cts:latinLit:phi0978.phi001:4.20.3,Cydonia,['place'],209,216,https://topostext.org/place/355240PKyd
1105,urn:cts:latinLit:phi0978.phi001:4.20.3,Leuce,,221,226,https://topostext.org/people/1670
1106,urn:cts:latinLit:phi0978.phi001:4.20.3,Budroae,['place'],257,264,https://topostext.org/place/355242IBou
1107,urn:cts:latinLit:phi0978.phi001:4.20.3,Dia,['place'],290,293,https://topostext.org/place/354252IDia
1108,urn:cts:latinLit:phi0978.phi001:4.20.3,Itanum,['place'],325,331,https://topostext.org/place/353263LIta
1109,urn:cts:latinLit:phi0978.phi001:4.20.3,Leuce,['place'],344,349,https://topostext.org/place/349261ULeu
1110,urn:cts:latinLit:phi0978.phi001:4.20.3,Hierapytna,['place'],368,378,https://topostext.org/place/350257PHie
1111,urn:cts:latinLit:phi0978.phi001:4.20.3,Chrysa,['place'],380,386,https://topostext.org/place/349257IChr
1112,urn:cts:latinLit:phi0978.phi001:4.20.3,Gaudos,['place'],391,397,https://topostext.org/place/349241IKau
1113,urn:cts:latinLit:phi0978.phi001:4.20.3,Ophiussa,,436,444,https://topostext.org/people/6731
1114,urn:cts:latinLit:phi0978.phi001:4.20.3,Criumetopon,['place'],485,496,https://topostext.org/place/352236LKri
1115,urn:cts:latinLit:phi0978.phi001:4.20.3,Musagorus,,536,545,https://topostext.org/people/9840
1116,urn:cts:latinLit:phi0978.phi001:4.20.3,Sammonium,['place'],572,581,https://topostext.org/place/353263LSam
1117,urn:cts:latinLit:phi0978.phi001:4.20.4,Hellas,,23,29,https://topostext.org/people/17343
1118,urn:cts:latinLit:phi0978.phi001:4.20.4,Aegean Sea,['place'],48,58,https://topostext.org/place/381253WAeg
1119,urn:cts:latinLit:phi0978.phi001:4.20.4,Attica,['place'],151,157,https://topostext.org/place/379239RAtt
1120,urn:cts:latinLit:phi0978.phi001:4.20.4,Eleusis,['place'],234,241,https://topostext.org/place/380235PEle
1121,urn:cts:latinLit:phi0978.phi001:4.20.4,Salamis,['place'],269,276,https://topostext.org/place/379235PSal
1122,urn:cts:latinLit:phi0978.phi001:4.20.4,Psyttalia,['place'],289,298,https://topostext.org/place/379236IPsy
1123,urn:cts:latinLit:phi0978.phi001:4.20.4,Sounion,['place'],338,345,https://topostext.org/place/376240LSou
1124,urn:cts:latinLit:phi0978.phi001:4.20.4,Helene,['place'],361,367,https://topostext.org/place/377241IHel
1125,urn:cts:latinLit:phi0978.phi001:4.20.4,Ceos,['place'],408,412,https://topostext.org/place/376243IKeo
1126,urn:cts:latinLit:phi0978.phi001:4.20.4,Cea,['place'],455,458,https://topostext.org/place/376243IKeo
1127,urn:cts:latinLit:phi0978.phi001:4.20.4,Hydrussa,,475,483,https://topostext.org/people/7778
1128,urn:cts:latinLit:phi0978.phi001:4.20.4,Euboea,['place'],525,531,https://topostext.org/place/385239IEub
1129,urn:cts:latinLit:phi0978.phi001:4.20.4,Boeotia,['place'],628,635,https://topostext.org/place/384233RBoi
1130,urn:cts:latinLit:phi0978.phi001:4.20.4,Iulis,['place'],707,712,https://topostext.org/place/376243PIou
1131,urn:cts:latinLit:phi0978.phi001:4.20.4,Carthaea,['place'],717,725,https://topostext.org/place/376243PKar
1132,urn:cts:latinLit:phi0978.phi001:4.20.4,Coresus,['place'],727,734,https://topostext.org/place/377243PKor
1133,urn:cts:latinLit:phi0978.phi001:4.20.4,Poeeessa,['place'],739,747,https://topostext.org/place/376243PPoi
1134,urn:cts:latinLit:phi0978.phi001:4.20.4,Varro,,763,768,https://topostext.org/people/10949
1135,urn:cts:latinLit:phi0978.phi001:4.21.1,Euboea,['place'],18,24,https://topostext.org/place/385239IEub
1136,urn:cts:latinLit:phi0978.phi001:4.21.1,Boeotia,['place'],61,68,https://topostext.org/place/384233RBoi
1137,urn:cts:latinLit:phi0978.phi001:4.21.1,Euripus,['place'],89,96,https://topostext.org/place/385236WEur
1138,urn:cts:latinLit:phi0978.phi001:4.21.1,Geraistos,['place'],275,284,https://topostext.org/place/380245HGer
1139,urn:cts:latinLit:phi0978.phi001:4.21.1,Attica,['place'],306,312,https://topostext.org/place/379239RAtt
1140,urn:cts:latinLit:phi0978.phi001:4.21.1,Caphareus,['place'],326,335,https://topostext.org/place/383248LKap
1141,urn:cts:latinLit:phi0978.phi001:4.21.1,Hellespont,['place'],353,363,https://topostext.org/place/402264WHel
1142,urn:cts:latinLit:phi0978.phi001:4.21.1,Kenaion,['place'],393,400,https://topostext.org/place/388229SKen
1143,urn:cts:latinLit:phi0978.phi001:4.21.1,Boeotia,['place'],562,569,https://topostext.org/place/384233RBoi
1144,urn:cts:latinLit:phi0978.phi001:4.21.1,Attica,['place'],586,592,https://topostext.org/place/379239RAtt
1145,urn:cts:latinLit:phi0978.phi001:4.21.1,Thessaly,['place'],603,611,https://topostext.org/place/394223RThs
1146,urn:cts:latinLit:phi0978.phi001:4.21.1,Hellespont,['place'],696,706,https://topostext.org/place/402264WHel
1147,urn:cts:latinLit:phi0978.phi001:4.21.1,Caphareus,['place'],723,732,https://topostext.org/place/383248LKap
1148,urn:cts:latinLit:phi0978.phi001:4.21.1,Pyrrha,,795,801,https://topostext.org/people/1196
1149,urn:cts:latinLit:phi0978.phi001:4.21.1,Porthmos,['place'],803,811,https://topostext.org/place/384241UPor
1150,urn:cts:latinLit:phi0978.phi001:4.21.1,Nesos,['place'],813,818,https://topostext.org/place/383238UNes
1151,urn:cts:latinLit:phi0978.phi001:4.21.1,Cerinthos,['place'],820,829,https://topostext.org/place/388235UKer
1152,urn:cts:latinLit:phi0978.phi001:4.21.1,Oreus,['place'],831,836,https://topostext.org/place/389231UOre
1153,urn:cts:latinLit:phi0978.phi001:4.21.1,Dium,['place'],838,842,https://topostext.org/place/388229PDio
1154,urn:cts:latinLit:phi0978.phi001:4.21.1,Aedepsus,['place'],844,852,https://topostext.org/place/389230PAid
1155,urn:cts:latinLit:phi0978.phi001:4.21.1,Ocha,['place'],854,858,https://topostext.org/place/381245LOch
1156,urn:cts:latinLit:phi0978.phi001:4.21.1,Oichalia,['place'],864,872,https://topostext.org/place/386241UOic
1157,urn:cts:latinLit:phi0978.phi001:4.21.1,Chalcis,['place'],912,919,https://topostext.org/place/385236PCha
1158,urn:cts:latinLit:phi0978.phi001:4.21.1,Aulis,['place'],956,961,https://topostext.org/place/384236UAul
1159,urn:cts:latinLit:phi0978.phi001:4.21.1,Geraistos,['place'],964,973,https://topostext.org/place/380245HGer
