reference,tagged_entity,start_pos,topostext_id
6.32.2,Palmyra,1287,346383UPal
6.32.2,Gaza,1315,315344UGaz
6.32.2,Petra,1332,303254UPet
6.32.2,Charax,1380,309476UCha
6.32.2,Charax,1627,309476UCha
6.32.2,Petra,1682,303254UPet
6.32.2,Charax,1708,309476UCha
6.32.2,Euphrates,1887,353403WEup
6.32.2,Tigris,1901,346437WTig
6.32.2,Tigris,2124,346437WTig
6.32.2,Charax,2272,309476UCha
6.32.2,Euphrates,2358,353403WEup
6.32.2,Tigris,2384,346437WTig
6.32.3,Charax,56,309476UCha
6.32.3,Euphrates,167,353403WEup
6.32.3,Tylos,830,262505ITyl
6.32.3,Carmania,1745,300570RKar
6.32.3,India,3681,300740RInd
6.32.3,Carmania,3837,300570RKar
6.32.5,Arabia,635,280400RAra
6.32.5,Red Sea,753,195390WEry
6.32.5,Arabia,2078,280400RAra
6.32.5,Charax,2100,309476UCha
6.32.5,Heroopolis,2295,305320UHer
6.32.5,Charax,2310,309476UCha
6.32.5,Arabia,2390,280400RAra
6.32.6,Hegra,274,268380UHeg
6.32.6,Crete,474,352252IKre
6.32.6,Euphrates,1555,353403WEup
6.32.6,Larisa,1803,353366ULar
6.32.6,Chalcis,1815,360370UCha
6.32.7,Arabia,192,280400RAra
6.33.1,Arabia,96,280400RAra
6.33.1,Ptolemais,515,191373UPto
6.33.2,city of Heroon,153,305320UHer
6.33.2,Nile,459,312301WNil
6.33.2,Red Sea,564,195390WEry
6.33.2,Egypt,652,271307REgy
6.33.2,Red Sea,1000,195390WEry
6.33.2,Egypt,1065,271307REgy
6.33.2,Nile,1226,312301WNil
6.33.2,Pelusium,1469,310325UPel
6.33.2,Casius,1691,312331LCas
6.33.2,Pelusium,1753,310325UPel
6.33.2,Arsinoe,2076,300326UArs
6.33.2,Troglodytice,2213,195372RTro
6.33.2,Arsinoe,2267,300326UArs
6.33.2,Philotera,2373,267339UPhi
6.33.2,Myoshormon,2576,262342UMyo
6.33.2,Berenice,2682,239355UBer
6.33.2,Coptos,2804,259328UCop
6.34.1,Troglodytice,14,195372RTro
6.34.2,Red Sea,420,195390WEry
6.34.2,Arabia,462,280400RAra
6.34.3,Ptolemais,37,191373UPto
6.34.3,Berenice,485,239355UBer
6.34.3,Ptolemais,725,191373UPto
6.34.4,Aethiopia,441,130350REth
6.34.4,Ptolemais,471,191373UPto
6.34.4,Aethiopia,811,130350REth
6.34.4,Gaza,1598,315344UGaz
6.34.5,Ethiopia,65,130350REth
6.34.5,Baragaza,82,217730UBar
6.34.5,Gades,270,365-063PGad
6.34.5,Nile,1672,312301WNil
6.34.5,Syene,1682,241329USye
6.34.5,Meroe,1698,169337UMer
6.34.5,Aethiopia,1725,130350REth
6.34.5,Memphis,1828,298313PMem
6.34.5,Egypt,1859,271307REgy
6.34.5,Nile,1952,312301WNil
6.34.5,Aethiopia,1962,130350REth
6.35.1,Syene,21,241329USye
6.35.1,Meroe,456,169337UMer
6.35.2,Egypt,107,271307REgy
6.35.2,Ethiopia,117,130350REth
6.35.3,Meroe,503,169337UMer
6.35.4,Meroe,46,169337UMer
6.35.4,Aethiopia,345,130350REth
6.35.4,Egypt,601,271307REgy
6.35.4,Pselcis,715,231327UPse
6.35.4,Primis,724,227320UPre
6.35.4,Cambusis,751,223316UFor
6.35.4,Nile,799,312301WNil
6.35.4,Napata,928,185318SNap
6.35.4,Syene,987,241329USye
6.35.4,Aethiopia,1104,130350REth
6.35.4,Egypt,1233,271307REgy
6.35.4,Syria,1430,355390RSyr
6.35.5,Meroe,160,169337UMer
6.35.5,Meroe,276,169337UMer
6.35.5,Aethiopia,312,130350REth
6.35.5,Meroe,454,169337UMer
6.35.5,Syene,488,241329USye
6.35.5,Egypt,650,271307REgy
6.35.5,Meroe,673,169337UMer
6.35.5,Syene,948,241329USye
6.35.5,Meroe,957,169337UMer
6.35.5,Syene,1039,241329USye
6.35.5,Hiera Sycaminos,1048,229326UHie
6.35.5,Aethiopia,1185,130350REth
6.35.5,Syene,1377,241329USye
6.35.5,Meroe,1387,169337UMer
6.35.5,Napata,1650,185318SNap
6.35.5,Meroe,1773,169337UMer
6.35.5,Meroe,1876,169337UMer
6.35.5,Meroe,2059,169337UMer
6.35.5,Meroe,2144,169337UMer
6.35.5,Meroe,2771,169337UMer
6.35.5,Aethiopia,2941,130350REth
6.35.6,Aethiopia,97,130350REth
6.35.6,Egypt,1096,271307REgy
6.35.6,Nile,1218,312301WNil
6.35.6,Aethiopia,1262,130350REth
6.35.7,Meroe,31,169337UMer
6.35.7,Red Sea,76,195390WEry
6.35.7,Napata,119,185318SNap
6.35.7,Aethiopia,381,130350REth
6.35.7,Meroe,415,169337UMer
6.35.8,Meroe,89,169337UMer
6.35.8,Arabia,597,280400RAra
6.35.8,Nile,641,312301WNil
6.35.8,Nile,905,312301WNil
6.35.8,Nile,1082,312301WNil
6.35.8,Nile,1410,312301WNil
6.35.9,Meroe,129,169337UMer
6.35.9,Nile,454,312301WNil
6.35.10,Nile,369,312301WNil
6.35.10,Syrtes,447,314186WSyr
6.35.10,Mauritania,1260,350000RMau
6.35.11,Red Sea,97,195390WEry
6.35.11,Egypt,187,271307REgy
6.35.11,Meroe,300,169337UMer
6.35.11,Meroe,516,169337UMer
6.35.11,Meroe,570,169337UMer
6.35.11,Syene,579,241329USye
6.35.11,Aethiopia,624,130350REth
6.36.1,Aethiopia,528,130350REth
6.36.1,Red Sea,729,195390WEry
6.36.1,Mauritania,888,350000RMau
6.36.1,Carthage,1053,369103PCar
6.36.1,Atlantis,1279,000000IAtl
6.36.1,Carthage,2148,369103PCar
6.36.1,Mauritania,2561,350000RMau
6.37.1,Gades,261,365-063PGad
6.37.1,Mauritania,531,350000RMau
6.38.2,Gades,65,365-063PGad
6.38.2,Maeotis,91,460370WMai
6.38.2,Sicily,258,376145RSic
6.38.2,Crete,315,352252IKre
6.38.2,Rhodes,356,364282IRho
6.38.2,Chelidonian,411,362304IChe
6.38.2,Cyprus,453,350330RCyp
6.38.2,Seleucia Pieria,508,361359USel
6.38.2,Syria,528,355390RSyr
6.38.2,Gades,729,365-063PGad
6.38.2,Gulf of Issos,742,367359WIss
6.38.2,Sicily,976,376145RSic
6.38.2,Alexandria,986,312299PAle
6.38.2,Maeotis,1324,460370WMai
6.38.3,Cyrenaica,687,328219PCyr
6.38.3,Alexandria,1104,312299PAle
6.38.3,Nile,1131,312301WNil
6.38.3,Meroe,1158,169337UMer
6.38.3,Syene,1168,241329USye
6.39.2,India,33,300740RInd
6.39.2,Arabia,85,280400RAra
6.39.2,Red Sea,136,195390WEry
6.39.2,Parthyene,209,370585RPar
6.39.2,Aria,220,345615RAre
6.39.2,Susiane,226,405500RSus
6.39.2,Seleucia,248,331445USel
6.39.2,Arabia,277,280400RAra
6.39.2,Petra,294,303254UPet
6.39.2,Coele Syria,301,335360RCSy
6.39.2,Pelusium,314,310325UPel
6.39.2,Egypt,343,271307REgy
6.39.2,Cyrenaica,429,328219PCyr
6.39.2,Thapsus,440,356110UTha
6.39.2,Adrumetum,449,358106UHad
6.39.2,Clupea,460,368111UAsp
6.39.2,Carthage,468,369103PCar
6.39.2,Utica,478,371101UUti
6.39.2,Numidia,501,360030RNum
6.39.2,Pillars of Hercules,557,361000LPHe
6.39.3,India,61,300740RInd
6.39.3,Parthia,99,370585RPar
6.39.3,Persepolis,116,299529PPer
6.39.3,Persis,148,295540RPer
6.39.3,Arabia,167,280400RAra
6.39.3,Judaea,175,316353UIud
6.39.3,Libanus,218,339358LLib
6.39.3,Babylon,243,325444UBab
6.39.3,Idumaea,252,312347RIdu
6.39.3,Samaria,261,322351USeb
6.39.3,Hierosolyma,270,318352PJer
6.39.3,Ascalon,283,317345UAsh
6.39.3,Joppa,292,320348UJop
6.39.3,Caesarea,299,325349UCae
6.39.3,Phoenicia,311,335354RPho
6.39.3,Ptolemais,322,329351UPto
6.39.3,Sidon,333,336354PSid
6.39.3,Tyre,340,333352PTyr
6.39.3,Berytus,346,339355UBer
6.39.3,Botrys,355,342357UBot
6.39.3,Tripolis,363,344358UTri
6.39.3,Byblus,373,341356PByb
6.39.3,Antiochia,381,362362PAnt
6.39.3,Laodicea,392,378291PLao
6.39.3,Seleucia,402,361359USel
6.39.3,Cilicia,434,370340RCil
6.39.3,Cyprus,465,350330RCyp
6.39.3,Crete,473,352252IKre
6.39.3,Lilybaion,480,378124ULil
6.39.3,Sicily,493,376145RSic
6.39.3,Numidia,538,360030RNum
6.39.4,India,51,300740RInd
6.39.4,Caspian Gates,122,353522LCas
6.39.4,Media,160,355480RMed
6.39.4,Cataonia,167,380360RKat
6.39.4,Taurus,189,370332LTau
6.39.4,Amanus,197,371366LAma
6.39.4,Issus,205,368362UIss
6.39.4,Cilicia,226,370340RCil
6.39.4,Soli,235,367345PSol
6.39.4,Tarsus,241,369349UTar
6.39.4,Cyprus,249,350330RCyp
6.39.4,Pisidia,257,370306RPis
6.39.4,Side,266,368314PSid
6.39.4,Pamphylia,274,370320RPam
6.39.4,Lycaonia,285,375324RLyk
6.39.4,Patara,295,363293UPat
6.39.4,Lycia,305,365295RLyc
6.39.4,Xanthus,312,364293PXan
6.39.4,Caunus,321,368286UKau
6.39.4,Rhodes,329,364282IRho
6.39.4,Cos,337,369273PKos
6.39.4,Halicarnassus,342,370274PHal
6.39.4,Cnidos,357,367274PKni
6.39.4,Doris,365,387224RDor
6.39.4,Chios,372,384261PChi
6.39.4,Delos,379,374253PDel
6.39.4,Cyclades,404,372248RKyk
6.39.4,Gythium,414,368226PGyt
6.39.4,Malea,423,364232LMal
6.39.4,Argos,430,376227PArg
6.39.4,Laconia,437,370225RLak
6.39.4,Elis,446,378214PEli
6.39.4,Olympia,452,376216SOly
6.39.4,Messenia,461,372218RMes
6.39.4,Peloponnesus,473,375222RPel
6.39.4,Syracuse,487,371153PSyr
6.39.4,Catina,497,375151PCat
6.39.4,Sicily,519,376145RSic
6.39.4,Sardinia,549,402920ISar
6.39.4,Carteia,559,362000UCar
6.39.4,Gades,572,365-063PGad
6.39.5,India,55,300740RInd
6.39.5,Cappadocia,126,388350RCap
6.39.5,Galatia,138,401330RGal
6.39.5,Mysia,147,375275RMys
6.39.5,Sardis,154,385280PSar
6.39.5,Smyrna,162,384271PSmy
6.39.5,Sipylus,170,386275LSip
6.39.5,Tmolus,185,383281LTmo
6.39.5,Lydia,193,385280RLyd
6.39.5,Caria,200,370287RKar
6.39.5,Ionia,207,375275RIon
6.39.5,Tralles,214,379278UTra
6.39.5,Colophon,223,381272PCol
6.39.5,Ephesus,233,379273PEph
6.39.5,Miletus,242,375273PMil
6.39.5,Chios,251,384261PChi
6.39.5,Samos,258,377269PSam
6.39.5,Cyclades,307,372248RKyk
6.39.5,Athens,317,380237PAth
6.39.5,Megara,325,380233PMeg
6.39.5,Corinth,333,379229PKor
6.39.5,Sikyon,342,380227PSik
6.39.5,Achaia,350,382219RAch
6.39.5,Patrae,358,382217PPat
6.39.5,Isthmus,370,379230LIst
6.39.5,Epirus,379,395205REpe
6.39.5,Sicily,409,376145RSic
6.39.5,New Carthage,491,376-09PCar
6.39.6,Caspian Sea,60,400516WHyr
6.39.6,Iberia,85,420435RIbe
6.39.6,Armenia,93,397443RArm
6.39.6,Mysia,102,375275RMys
6.39.6,Phrygia,109,400310RPhr
6.39.6,Hellespont,122,402264WHel
6.39.6,Troas,134,399263RTro
6.39.6,Tenedos,141,398261ITen
6.39.6,Abydos,150,402264PAby
6.39.6,Scepsis,158,398267USke
6.39.6,Ilium,167,400262UIli
6.39.6,Ida,180,397268LIda
6.39.6,Cyzicus,185,404279UCyz
6.39.6,Lampsacus,194,403267UPit
6.39.6,Sinope,205,420351PSin
6.39.6,Amisus,213,413363PAmi
6.39.6,Heraclea,221,413314PHer
6.39.6,Pontus,233,435335WPon
6.39.6,Paphlagonia,241,410300RPap
6.39.6,Lemnos,254,399253ILem
6.39.6,Imbros,262,402259PImb
6.39.6,Thasos,270,408247PTha
6.39.6,Cassandria,278,402233UPot
6.39.6,Thessaly,290,394223RThs
6.39.6,Macedonia,300,408225RMak
6.39.6,Larissa,311,396224PLar
6.39.6,Amphipolis,320,408238PAmp
6.39.6,Thessalonica,332,406229PThs
6.39.6,Pella,346,408225PPel
6.39.6,Edessa,353,408221PEde
6.39.6,Beroea,361,405222PBer
6.39.6,Pharsalia,369,393224UPha
6.39.6,Carystus,380,380244PKar
6.39.6,Euboea,390,385239IEub
6.39.6,Boeotia,400,384233RBoi
6.39.6,Chalcis,409,385236PCha
6.39.6,Delphi,418,385225SDel
6.39.6,Acarnania,426,388210RAka
6.39.6,Aitolia,437,386215RAit
6.39.6,Apollonia,446,407195PApo
6.39.6,Brundisium,457,406179PBru
6.39.6,Tarentum,469,405172PTar
6.39.6,Thurii,479,397164PTho
6.39.6,Locri,487,382162PLoc
6.39.6,Rhegium,494,381156PRhe
6.39.6,Neapolis,515,408142PNea
6.39.6,Puteoli,525,408141PDik
6.39.6,Tuscan sea,538,409115WTyr
6.39.6,Corsica,550,420090IKyr
6.39.6,Balearic Islands,563,397032IGym
6.39.7,Rome,29,419125PRom
6.39.7,Caucasus,77,433424LCau
6.39.7,Armenia,109,397443RArm
6.39.7,Apollonia,118,402287UApo
6.39.7,Rhyndacus,135,401285WRhy
6.39.7,Nicomedia,146,408299PNik
6.39.7,Nicaea,157,404297PNic
6.39.7,Chalcedon,165,410290PCha
6.39.7,Byzantium,176,410290UByz
6.39.7,Lysimachia,187,405268UKar
6.39.7,Chersonesus,203,403265LChe
6.39.7,Melas,228,406265WMel
6.39.7,Abdera,235,410250PAbd
6.39.7,Samothracia,243,405255PSam
6.39.7,Maronea,256,409255PMar
6.39.7,Aenus,265,407261PAin
6.39.7,Maedica,290,418228RMai
6.39.7,Paeonia,299,415220RPai
6.39.7,Dyrrhachium,321,413194PEpi
6.39.7,Canusium,334,412161UCan
6.39.7,Apulia,365,410163RApu
6.39.7,Campania,373,411146RCam
6.39.7,Etruria,383,430105RTyr
6.39.7,Pisae,392,437104UPis
6.39.7,Luna,399,441100ULun
6.39.7,Luca,405,438105ULuc
6.39.7,Genua,411,44489UGen
6.39.7,Liguria,418,443083RLig
6.39.7,Antipolis,427,436072UAnt
6.39.7,Massilia,438,433054PMas
6.39.7,Narbo,448,432030UNar
6.39.7,Tarraco,455,411013UTar
6.39.7,Hispania,484,390000RIbe
6.39.7,Lusitania,527,390-83RLus
6.39.8,Caspian Sea,53,400516WHyr
6.39.8,Callatis,90,438286PKal
6.39.8,Bosporus,116,454367WBos
6.39.8,Borysthenes,130,470320WBor
6.39.8,Tomi,143,442287PTom
6.39.8,Thrace,166,410265RThr
6.39.8,Illyricum,205,405195RIll
6.39.8,Adriatic,220,421170WAdr
6.39.8,Aquileia,234,458134UAqu
6.39.8,Altinum,244,455124UAlt
6.39.8,Venetia,253,457120REne
6.39.8,Vicetia,262,455115UVic
6.39.8,Patavium,271,454119UPat
6.39.8,Verona,281,454110UVer
6.39.8,Cremona,289,451100UCre
6.39.8,Ravenna,298,444122PRav
6.39.8,Ancona,307,436135PAnc
6.39.8,Picenum,315,430135RPic
6.39.8,Ariminum,368,441126UAri
6.39.8,Bononia,378,445113UBon
6.39.8,Placentia,387,450097UPla
6.39.8,Mediolanum,398,455092UMed
6.39.8,Apennines,447,425136LApe
6.39.8,Alps,474,441073LAlp
6.39.8,Aquitanica,487,450010RAqu
6.39.8,Vienne,499,455049UVie
6.39.8,Celtiberia,532,403-29RCel
6.39.8,Venetia,645,477-28UVen
6.39.9,Tanais,244,473393WTan
6.39.9,Maeotis,263,460370WMai
6.39.9,Borysthenes,318,470320WBor
6.39.10,Britannia,81,530-15IBri
6.39.11,Riphaean,62,520255LRhi
6.39.11,Thule,80,000000UThu
6.39.11,Meroe,362,169337UMer
6.39.11,Ptolemais,384,191373UPto
6.39.11,Red Sea,417,195390WEry
6.39.11,Syene,547,241329USye
6.39.11,Egypt,556,271307REgy
7.2.1,Alps,342,441073LAlp
7.2.2,Borysthenes,688,470320WBor
7.2.2,Albania,857,407465RAlb
7.2.2,Borysthenes,1046,470320WBor
7.2.3,Parium,61,404271UPar
7.2.3,Dardanelles,75,402264WHel
7.2.3,Syrtes,490,314186WSyr
7.2.3,Italy,1127,406163RIta
7.2.4,Scythia,801,475310RSky
7.2.4,Pontus,912,435335WPon
7.2.4,Ethiopia,1169,130350REth
7.2.5,Rome,77,419125PRom
7.2.6,India,0,300740RInd
7.2.6,Ethiopia,19,130350REth
7.2.6,India,86,300740RInd
7.2.6,India,1593,300740RInd
7.2.6,India,2242,300740RInd
7.2.6,India,2671,300740RInd
7.2.6,India,2825,300740RInd
7.2.6,India,2965,300740RInd
7.2.6,Ganges,3007,38898WGan
7.2.6,Athos,4485,402243LAth
7.2.6,India,4671,300740RInd
7.2.6,Ceylon,5577,073805ITap
7.2.6,India,5815,300740RInd
7.2.7,Ethiopia,293,130350REth
7.3.1,Egypt,129,271307REgy
7.3.1,Nile,168,312301WNil
7.3.1,Ostia,309,418123UOst
7.3.1,Peloponnese,469,375222RPel
7.3.1,Egypt,565,271307REgy
7.3.1,Tralles,1004,379278UTra
7.3.1,Thessaly,1454,394223RThs
7.3.1,Egypt,1558,271307REgy
7.3.1,Saguntum,1617,397-03USag
7.4.1,Casinum,178,415138UCas
7.4.1,Argos,374,376227PArg
7.4.1,Smyrna,616,384271PSmy
7.5.1,Egypt,470,271307REgy
7.5.1,Italy,540,406163RIta
7.9.1,Carthage,309,369103PCar
7.12.2,Syria,798,355390RSyr
7.12.2,Sicily,2203,376145RSic
7.12.2,Alps,2863,441073LAlp
7.13.1,Capitol,1708,419125SCap
7.15.1,Judaea,1223,316353UIud
7.15.1,Dead Sea,1255,315355WAsp
7.16.2,Suessa,629,412139USue
7.16.2,Pometia,636,416128UPom
7.16.4,Crete,399,352252IKre
7.16.4,Arabia,1017,280400RAra
7.16.5,Salamis,31,379235PSal
7.19.1,Parthia,65,370585RPar
7.20.2,Athens,41,380237PAth
7.20.2,Sparta,51,371224PSpa
7.20.2,Sikyon,190,380227PSik
7.20.2,Elis,200,378214PEli
7.21.1,Lilybaion,379,378124ULil
7.21.1,Sicily,392,376145RSic
7.21.1,Carthage,478,369103PCar
7.22.1,Sybaris,121,397165PSyb
7.22.1,Olympia,145,376216SOly
7.24.1,Rome,339,419125PRom
7.25.2,Pharsalia,664,393224UPha
7.25.2,Thapsus,703,356110UTha
7.26.1,Sicily,326,376145RSic
7.26.1,trophies,756,425029ATrP
7.26.1,Pyrenees,772,426007LPyr
7.26.1,Alps,880,441073LAlp
7.26.1,Rome,1097,419125PRom
7.26.2,Red Sea,275,195390WEry
7.26.4,Pontus,140,435335WPon
7.26.4,Armenia,148,397443RArm
7.26.4,Paphlagonia,157,410300RPap
7.26.4,Cappadocia,170,388350RCap
7.26.4,Syria,191,355390RSyr
7.26.4,Iberia,233,420435RIbe
7.26.4,Crete,255,352252IKre
7.28.1,Capitol,1753,419125SCap
7.28.2,Cremona,984,451100UCre
7.28.2,Placentia,999,450097UPla
7.28.2,Trebbia,1435,450096WTre
7.28.2,Ticino,1446,452092UTic
7.28.2,Trasimeno,1456,432121WTra
7.28.2,Cannae,1489,413162UCan
7.29.1,Thebes,994,383233PThe
7.29.1,Delphi,1220,385225SDel
7.29.1,Athens,1592,380237PAth
7.30.1,Rhodes,374,364282IRho
7.30.1,Rhodes,501,364282IRho
7.30.1,Egypt,978,271307REgy
7.30.1,Macedon,988,408225RMak
7.30.2,Athens,462,380237PAth
7.30.2,Italy,783,406163RIta
7.30.2,Cyprus,908,350330RCyp
7.30.3,Rome,537,419125PRom
7.30.3,Latium,2095,417129RLat
7.30.3,Rome,2347,419125PRom
7.31.1,Rome,140,419125PRom
7.32.1,Delphi,118,385225SDel
7.32.1,Olympia,314,376216SOly
7.33.1,Rome,181,419125PRom
7.35.1,Rome,377,419125PRom
7.36.1,Rome,98,419125PRom
7.36.1,Theatre,793,419125BTMa
7.37.1,Athens,255,380237PAth
7.37.1,Illyria,461,405195RIll
7.37.2,Syracuse,132,371153PSyr
7.37.2,temple,318,379274SEph
7.37.2,Ephesus,337,379273PEph
7.37.2,dockyard,363,379236BArs
7.37.2,Athens,389,380237PAth
7.37.2,Alexandria,548,312299PAle
7.37.2,Egypt,562,271307REgy
7.38.1,temple,182,419125SVeG
7.38.1,Rhodes,414,364282IRho
7.38.1,Cnidos,577,367274PKni
7.38.1,Capitoline,887,419125SCap
7.43.1,Asculum,452,429136UAsc
7.43.1,Latium,955,417129RLat
7.43.1,Rome,1238,419125PRom
7.43.2,Capitol,675,419125SCap
7.43.3,Rome,928,419125PRom
7.43.3,temple,1219,419125SVes
7.43.3,senate-house,1490,419125BCJu
7.44.1,Capitol,512,419125SCap
7.44.1,Tarpeian Rock,559,419125LTrp
7.44.1,Capitol,2349,419125SCap
7.45.1,Philippi,533,410243PPhi
7.45.1,Sicily,732,376145RSic
7.45.1,Perugia,949,431124UPer
7.45.1,Actium,985,389207LAkt
7.45.1,Illyria,1572,405195RIll
7.45.1,Rome,1636,419125PRom
7.45.1,Italy,1652,406163RIta
7.46.1,Arcadia,481,375223RArk
7.47.1,Olympia,131,376216SOly
7.47.1,Locri,245,382162PLoc
7.47.1,Italy,254,406163RIta
7.47.1,Olympia,364,376216SOly
7.48.1,Cyprus,629,350330RCyp
7.48.1,Aitolia,766,386215RAit
7.48.1,Illyria,1026,405195RIll
7.48.2,Cadiz,72,365-063PGad
7.48.3,Tmolus,1250,383281LTmo
7.48.3,Bononia,1354,445113UBon
7.49.1,Italy,425,406163RIta
7.49.2,Apennines,355,425136LApe
7.49.2,Po,373,450120WEri
7.49.2,Parma,413,448103UPar
7.49.2,Brescello,430,449105UBri
7.49.2,Parma,448,448103UPar
7.49.2,Placentia,470,450097UPla
7.49.2,Faventia,497,443119UFav
7.49.2,Bononia,545,445113UBon
7.49.2,Ariminum,597,441126UAri
7.49.2,Placentia,633,450097UPla
7.49.2,Veleia,662,448097UVel
7.49.2,Italy,896,406163RIta
7.50.1,Isara,389,450049WIsa
7.52.1,Proconnesus,1000,406276IPro
7.52.2,Capua,104,411143PCap
7.52.2,Aquinum,216,415137UAqu
7.52.2,Rome,242,419125PRom
7.53.1,Sicily,329,376145RSic
7.53.1,Cannae,448,413162UCan
7.53.1,Pisa,805,437104UPis
7.53.1,Rome,828,419125PRom
7.53.1,Rhodes,1377,364282IRho
7.53.1,senate-house,1456,419125BCJu
7.53.1,Capitol,1636,419125SCap
7.53.1,Forum,2172,419125SFAu
7.53.2,Marseilles,149,433054PMas
7.53.2,Corfinium,203,421138UCor
7.54.1,Rome,46,419125PRom
7.56.1,Attica,358,379239RAtt
7.56.1,Sicily,388,376145RSic
7.56.2,Egypt,115,271307REgy
7.56.2,Syria,173,355390RSyr
7.56.2,Phoenicia,276,335354RPho
7.56.2,Egypt,712,271307REgy
7.56.2,Latium,1180,417129RLat
7.56.3,Athens,87,380237PAth
7.56.3,Acropolis,337,380237SAkr
7.56.3,Athens,350,380237PAth
7.56.3,Argos,380,376227PArg
7.56.3,Sikyon,457,380227PSik
7.56.3,Diospolis,498,257326PThe
7.56.3,Cyprus,649,350330RCyp
7.56.3,Egypt,734,271307REgy
7.56.3,Argos,791,376227PArg
7.56.3,Thebes,827,383233PThe
7.56.3,Phoenicia,868,335354RPho
7.56.3,Sardis,1081,385280PSar
7.56.3,Babylon,1404,325444UBab
7.56.3,Crete,1806,352252IKre
7.56.3,Pangaeus,1959,409241LPan
7.56.3,Akragas,3157,373136PAkr
7.56.3,Areopagus,3248,380237LAre
7.56.4,Troy,948,400262UIli
7.56.4,Pelion,1098,394230LPel
7.56.5,Caria,52,370287RKar
7.56.5,Libya,322,300070RLib
7.56.5,Phrygia,565,400310RPhr
7.56.5,Crete,1226,352252IKre
7.56.5,Arcadia,1538,375223RArk
7.56.5,Iolcus,1575,394230UIol
7.56.5,Isthmus,1618,379230LIst
7.56.5,Olympia,1645,376216SOly
7.56.6,Egypt,23,271307REgy
7.56.6,Red Sea,170,195390WEry
7.56.6,Hellespont,248,402264WHel
7.56.6,Nile,428,312301WNil
7.56.7,Copae,715,385232PKop
7.56.7,Plataea,751,382233PPla
7.59.1,Rome,127,419125PRom
7.59.1,Sicily,137,376145RSic
7.60.1,Rome,186,419125PRom
7.60.1,Senate-house,342,419125BCJu
7.60.1,Beaks,382,419125BRoA
7.60.1,Prison,462,419125BTul
7.60.1,Beaks,1061,419125BRoA
7.60.1,Catania,1100,375151PCat
7.60.1,Sicily,1111,376145RSic
7.60.1,Sicily,1201,376145RSic
8.1.1,Mauretania,491,350000RMau
8.2.1,Rome,3,419125PRom
8.2.1,India,206,300740RInd
8.3.1,Pozzuoli,660,408141PDik
8.4.1,India,603,300740RInd
8.5.2,Egypt,1777,271307REgy
8.6.1,Lucania,122,404160RLeu
8.6.1,Rome,144,419125PRom
8.6.1,Sicily,280,376145RSic
8.6.1,Circus,548,419125BCiM
8.6.1,Circus,766,419125BCiM
8.7.1,Rome,733,419125PRom
8.7.1,Temple,1034,419125SVeG
8.7.1,Circus,1112,419125BCiM
8.8.1,India,32,300740RInd
8.8.1,Ethiopia,1014,130350REth
8.10.3,Ethiopia,543,130350REth
8.11.1,Ethiopia,114,130350REth
8.11.1,India,188,300740RInd
8.13.1,Ethiopia,0,130350REth
8.13.1,India,48,300740RInd
8.13.1,Arabia,467,280400RAra
8.14.1,India,27,300740RInd
8.14.1,Rhyndacus,156,401285WRhy
8.14.1,Pontus,169,435335WPon
8.14.1,Bagradas,374,370100WBag
8.14.1,Rome,506,419125PRom
8.14.1,Italy,606,406163RIta
8.15.1,Italy,114,406163RIta
8.15.1,Scythia,170,475310RSky
8.16.1,Rome,262,419125PRom
8.16.1,Paeonia,753,415220RPai
8.17.2,Achelous,2619,383211WAch
8.17.2,Mestus,2632,418238WNes
8.17.2,Syria,2707,355390RSyr
8.20.1,Rome,61,419125PRom
8.20.1,Circus,285,419125BCiM
8.21.1,Rome,798,419125PRom
8.21.1,Pharsalia,915,393224UPha
8.21.2,Syria,95,355390RSyr
8.21.2,Syracuse,435,371153PSyr
8.21.2,Samos,508,377269PSam
8.21.2,Samos,1659,377269PSam
8.22.1,Arcadia,80,375223RArk
8.23.1,Syria,189,355390RSyr
8.23.1,Syria,787,355390RSyr
8.24.1,Italy,96,406163RIta
8.24.1,Circus,261,419125BCiM
8.25.1,Theatre,95,419125BTMa
8.25.1,Rome,159,419125PRom
8.25.2,Hyrcania,0,370546RHyr
8.25.2,India,13,300740RInd
8.27.1,Rome,292,419125PRom
8.27.1,Circus,317,419125BCiM
8.28.1,Ethiopia,192,130350REth
8.28.1,Rome,287,419125PRom
8.30.1,Ethiopia,0,130350REth
8.31.1,India,16,300740RInd
8.32.1,Ethiopia,11,130350REth
8.32.1,Nile,107,312301WNil
8.33.1,Cyrenaica,80,328219PCyr
8.34.1,Italy,7,406163RIta
8.34.1,Egypt,198,271307REgy
8.34.1,Lycaean Zeus,1634,375220SLyk
8.36.1,Egypt,39,271307REgy
8.37.1,Nile,20,312301WNil
8.37.1,Nile,468,312301WNil
8.37.1,Italy,957,406163RIta
8.38.1,Nile,16,312301WNil
8.38.2,Nile,234,312301WNil
8.38.2,Nile,932,312301WNil
8.38.2,Tentyrus,964,261326UTen
8.39.1,Nile,58,312301WNil
8.40.1,Rome,32,419125PRom
8.41.1,Egypt,69,271307REgy
8.42.1,Rome,764,419125PRom
8.43.1,Thessaly,179,394223RThs
8.43.1,Gyara,333,376247IGya
8.43.1,Cyclades,346,372248RKyk
8.43.1,Italy,380,406163RIta
8.45.1,Ethiopia,358,130350REth
8.47.1,Black Sea,19,435335WPon
8.49.1,Sicily,556,376145RSic
