reference,tagged_entity,start_pos,topostext_id
5.20.1,Lycus,835,408365WLyk
5.20.1,Taurus,903,370332LTau
5.20.1,Euphrates,1151,353403WEup
5.20.1,Arabia,1262,280400RAra
5.20.1,Taurus,1512,370332LTau
5.20.1,Cappadocia,1540,388350RCap
5.20.1,Taurus,1630,370332LTau
5.20.1,Samosata,2167,375385USam
5.20.1,Commagene,2192,380387RCom
5.21.1,Arabia,26,280400RAra
5.21.1,Edessa,69,371388UEde
5.21.1,Carrhae,155,369390UCar
5.21.1,Nicephorium,350,360390UNik
5.21.1,Samosata,463,375385USam
5.21.1,Syria,488,355390RSyr
5.21.1,Euphrates,528,353403WEup
5.21.1,Commagene,573,380387RCom
5.21.1,Euphrates,753,353403WEup
5.21.1,Zeugma,769,370379UZeu
5.21.1,Samosata,808,375385USam
5.21.1,Euphrates,858,353403WEup
5.21.1,Syria,1035,355390RSyr
5.21.1,Europus,1054,368380UEur
5.21.1,Thapsacus,1085,370379UZeu
5.21.1,Amphipolis,1100,364382UJKh
5.21.1,Euphrates,1154,353403WEup
5.21.1,Palmyra,1299,346383UPal
5.21.1,Petra,1343,303254UPet
5.21.1,Arabia,1368,280400RAra
5.21.2,Rome,302,419125PRom
5.21.2,Parthia,311,370585RPar
5.21.2,Seleucia,511,331445USel
5.21.2,Tigris,573,346437WTig
5.21.2,Damascus,655,335363UDam
5.21.3,Palmyra,21,346383UPal
5.21.3,Beroea,74,362372PBer
5.21.3,Chalcis,86,360370UCha
5.21.3,Palmyra,121,346383UPal
5.21.3,Emesa,130,347367UEme
5.21.3,Petra,204,303254UPet
5.21.3,Damascus,227,335363UDam
5.21.3,Sura,263,359388USou
5.21.3,Euphrates,314,353403WEup
5.21.3,Seleucia,365,331445USel
5.21.3,Babylon,397,325444UBab
5.21.3,Zeugma,440,370379UZeu
5.21.3,Euphrates,481,353403WEup
5.21.3,Seleucia,571,331445USel
5.21.3,Tigris,600,346437WTig
5.21.3,Babylon,675,325444UBab
5.21.3,Nile,864,312301WNil
5.22.1,Syria,73,355390RSyr
5.22.1,Cilicia,103,370340RCil
5.22.1,Gates,168,373348LCil
5.22.1,Amanus,183,371366LAma
5.22.1,Gulf of Issos,236,367359WIss
5.22.1,Alexandria,283,366362UAle
5.22.1,Aegae,331,358368PAeg
5.22.1,Pyramus,348,370356WPyr
5.22.1,Gates of Cilicia,361,373348LCil
5.22.1,Mallos,392,368355PMal
5.22.1,Magarsos,403,365353UMag
5.22.1,Tarsus,435,369349UTar
5.22.1,Pyramus,535,370356WPyr
5.22.1,Zephyrium,552,366354UZep
5.22.1,Anchiale,567,368346UAnc
5.22.1,Cydnus,616,369349WKyd
5.22.1,Tarsus,706,369349UTar
5.22.1,town,748,361333UKel
5.22.1,Soli,803,367345PSol
5.22.1,Cilicia,811,370340RCil
5.22.1,Adana,845,370353UAda
5.22.1,Cibyra,852,372295UCib
5.22.1,Selinus,882,363323PSel
5.22.1,Arsinoe,891,361330UArs
5.22.1,Iotape,900,363322UIot
5.22.1,Corycus,934,365342PCor
5.22.1,Calycadnus,1036,363340WCal
5.22.1,Holmoe,1089,363339HHol
5.22.1,Cyprus,1183,350330RCyp
5.22.1,Anemurium,1238,360328PAne
5.22.1,Coracesium,1253,365320UKor
5.22.1,Melas,1279,368314WMel
5.22.1,Cilicia,1310,370340RCil
5.22.1,Anazarbus,1384,372359UAna
5.22.1,Castabala,1425,372362UKas
5.22.1,Epiphania,1436,370361UEpi
5.22.1,Eleusa,1474,365342UEla
5.22.1,Iconium,1482,379325PIko
5.22.1,Seleucia,1491,364339PSel
5.22.1,Calycadnus,1515,363340WCal
5.22.1,Holmia,1608,363339HHol
5.23.1,Pamphylia,62,370320RPam
5.23.1,Cilicia,89,370340RCil
5.23.1,Isauria,141,372324UIsa
5.23.1,Isaura,183,372324UIsa
5.23.1,Anemurium,258,360328PAne
5.23.1,Isauria,432,372324UIsa
5.24.1,Antiochia,154,383312UAnt
5.24.1,Sagalessos,194,377305USag
5.25.1,Lycaonia,38,375324RLyk
5.25.1,Philomelium,142,384314UPhi
5.25.1,Lycaonia,248,375324RLyk
5.25.1,Galatia,288,401330RGal
5.25.1,Iconium,349,379325PIko
5.25.1,Lycaonia,361,375324RLyk
5.25.1,Taurus,414,370332LTau
5.25.1,Galatia,451,401330RGal
5.25.1,Cappadocia,463,388350RCap
5.25.1,Lycaonia,500,375324RLyk
5.25.1,Pamphylia,520,370320RPam
5.25.1,Arycanda,601,365300UAry
5.26.1,Pamphylia,30,370320RPam
5.26.1,Cilicia,93,370340RCil
5.26.1,Pamphylia,115,370320RPam
5.26.1,Side,129,368314PSid
5.26.1,Aspendus,135,369312PAsp
5.26.1,Perga,197,370309PPer
5.26.1,Eurymedon,289,369312WEur
5.26.1,Aspendus,317,369312PAsp
5.26.1,Catarractes,331,369308WKat
5.26.1,Lyrnesus,361,395271ULyr
5.26.1,Olbia,389,431061UOlb
5.26.1,Phaselis,400,365306PPha
5.27.1,Pamphylia,27,370320RPam
5.27.1,Lycia,51,365295RLyc
5.27.1,Lycia,76,365295RLyc
5.27.1,Taurus,109,370332LTau
5.27.1,Chelidonium,195,362304IChe
5.27.1,Phoenicia,781,335354RPho
5.27.1,Pontus,809,435335WPon
5.27.1,Maeotis,899,460370WMai
5.27.1,Riphaean,1131,520255LRhi
5.27.1,Imaus,1322,389720LIma
5.27.1,Emodos,1382,389720LIma
5.27.1,Taurus,1471,370332LTau
5.27.1,Caucasus,1515,433424LCau
5.27.1,Taurus,1688,370332LTau
5.27.1,Armenia,1898,397443RArm
5.27.1,Gates of the Caspian,1924,353522LCas
5.27.1,Gates of Cilicia,1967,373348LCil
5.28.1,Lycia,10,365295RLyc
5.28.1,Simena,70,362299USim
5.28.1,Chimaera,84,364305LChi
5.28.1,Olympus,247,363305UOly
5.28.1,Gagae,297,363304UGag
5.28.1,Corydalla,304,364303UKor
5.28.1,Rhodiopolis,319,364303URho
5.28.1,Limyra,348,363302PLim
5.28.1,Andriaca,444,362299UAnd
5.28.1,Myra,454,363300UMyr
5.28.1,Aperrae,473,362298UApe
5.28.1,Antiphellos,485,362296UAnt
5.28.1,Phellos,540,364297PPhe
5.28.1,Xanthus,596,364293PXan
5.28.1,Patara,689,363293UPat
5.28.1,Sidyma,719,364292USid
5.28.1,Cragus,779,364292LKra
5.28.1,Pinara,860,365292UPin
5.28.1,Telmessus,872,366291UTel
5.28.1,Lycia,904,365295RLyc
5.28.2,Lycia,0,365295RLyc
5.28.2,Candyba,142,363297UKan
5.28.2,Podalia,194,367300UPod
5.28.2,Choma,203,366298UCho
5.28.2,Cyaneae,245,362298UKya
5.28.2,Lisa,265,367288ULis
5.28.2,Tlos,293,366294UTlo
5.28.2,Telandrus,303,367289UTel
5.28.2,Oenianda,402,368296UOin
5.28.2,Balbura,412,370296UBal
5.28.2,Bubon,425,370294UBou
5.28.3,Telmessus,11,366291UTel
5.28.3,Phrygia,202,400310RPhr
5.28.3,Lycaonia,214,375324RLyk
5.28.3,Aegean Sea,243,381253WAeg
5.28.3,Paphlagonia,309,410300RPap
5.28.3,Armenia,421,397443RArm
5.28.3,Phrygia,442,400310RPhr
5.28.3,Lycaonia,451,375324RLyk
5.28.3,Pamphylia,465,370320RPam
5.28.3,Pontus,504,435335WPon
5.28.3,Pamphylia,540,370320RPam
5.29.1,Caria,35,370287RKar
5.29.1,Ionia,47,375275RIon
5.29.1,Aeolis,68,390271RAio
5.29.1,Caria,76,370287RKar
5.29.1,Daedala,284,368290UDai
5.29.1,Crya,293,367289UKry
5.29.1,Calynda,353,367288UKal
5.29.2,Caunos,188,368286UKau
5.29.2,Pyrnos,213,369284UPyr
5.29.2,Cressa,233,366281UKas
5.29.2,Rhodes,266,364282IRho
5.29.2,Loryma,314,366280ULor
5.29.2,Tisanusa,350,366281UThy
5.29.2,Thymnias,395,367281UTym
5.29.2,Hyda,448,373277UHyd
5.29.2,Cnidos,604,367274PKni
5.29.2,Triopia,650,367275UTri
5.29.2,Stadia,698,367276USta
5.29.3,Caria,112,370287RKar
5.29.3,Cibyra,206,372295UCib
5.29.3,Phrygia,229,400310RPhr
5.29.3,Laodicea,328,378291PLao
5.29.4,Lycus,101,379291WLyc
5.29.4,Synnas,349,385306USyn
5.29.4,Apamea,530,381302PApa
5.29.4,Celaenae,554,381302PApa
5.29.4,Maeander,705,376275WMae
5.29.4,Phrygia,1049,400310RPhr
5.29.4,Apamea,1062,381302PApa
5.29.5,Hamaxitos,43,395261UHam
5.29.5,Euthene,65,369283UEut
5.29.5,Halicarnassus,111,370274PHal
5.29.5,Caria,135,370287RKar
5.29.5,Theangela,229,370276UThe
5.29.5,Uranium,257,371273UOur
5.29.5,Pedasus,281,371274UPed
5.29.5,Telmissus,294,370273UTel
5.29.5,Halicarnassus,306,370274PHal
5.29.5,Ceramus,354,370280UKer
5.29.5,Iasus,366,373276UIas
5.29.5,Myndos,389,371272UMyn
5.29.5,Palaeomyndos,420,370273UPal
5.29.5,Neapolis,450,377284UNea
5.29.5,Caryanda,460,371274PKar
5.29.5,Termera,487,370273UTer
5.29.5,Bargyla,496,372276UBar
5.29.5,Iasus,521,373276UIas
5.29.6,Caria,0,370287RKar
5.29.6,Mylasa,91,373278PMyl
5.29.6,Antiochia,124,379285UAnt
5.29.6,Maeander,229,376275WMae
5.29.6,Eumenia,325,383298UEum
5.29.6,Orthosa,406,378282UOrt
5.29.6,Nysa,444,379281UNys
5.29.6,Tralles,454,379278UTra
5.29.6,Antiochia,499,379285UAnt
5.29.6,Eurome,698,374277SEur
5.29.6,Heraclea,706,376290UHer
5.29.6,Amyzon,716,376277UAmy
5.29.6,Alabanda,741,376280PAla
5.29.6,Stratonicea,811,373281UStr
5.29.6,Ceramus,833,370280UKer
5.29.6,Harpasa,1154,378284UHar
5.30.1,Lydia,7,385280RLyd
5.30.1,Maeander,77,376275WMae
5.30.1,Ionia,107,375275RIon
5.30.1,Phrygia,130,400310RPhr
5.30.1,Mysia,154,375275RMys
5.30.1,Caria,207,370287RKar
5.30.1,Maeonia,242,388283RMai
5.30.1,Sardes,290,385280PSar
5.30.1,Tmolus,330,383281LTmo
5.30.1,Pactolus,432,385281WPac
5.30.1,Maeonia,600,388283RMai
5.30.1,Sardes,649,385280PSar
5.30.1,Tmolus,865,383281LTmo
5.30.1,Maeander,958,376275WMae
5.31.1,Ionia,7,375275RIon
5.31.1,Iasos,35,373276UIas
5.31.1,Posideum,158,374272SPos
5.31.1,Branchidae,213,374273SDid
5.31.1,Didymaean,236,374273SDid
5.31.1,Miletus,341,375273PMil
5.31.1,Ionia,365,375275RIon
5.31.1,Maeander,620,376275WMae
5.31.1,Apamea,877,381302PApa
5.31.1,Eumenia,898,383298UEum
5.31.1,Caria,991,370287RKar
5.31.1,Miletus,1112,375273PMil
5.31.1,Latmus,1180,375276LLat
5.31.1,Heraclea,1201,375275PHer
5.31.1,Myus,1265,376274PMyo
5.31.1,Athens,1326,380237PAth
5.31.1,Priene,1349,377273PPri
5.31.1,Phygela,1566,379273UPhy
5.31.1,Marathesium,1628,378273PMar
5.31.1,Magnesia,1663,379275UMag
5.31.1,Magnesia,1739,397227RMag
5.31.1,Thessaly,1751,394223RThs
5.31.1,Ephesus,1780,379273PEph
5.31.1,Tralles,1823,379278UTra
5.31.1,Thyatira,2040,389278UThy
5.31.1,Lycus,2064,379291WLyc
5.31.2,Ephesus,37,379273PEph
5.31.2,Ortygia,167,378273UOrt
5.31.2,Smyrna,196,384271PSmy
5.31.2,Ptelea,255,385264PPte
5.31.2,Cayster,318,380274WKau
5.31.3,Ephesus,14,379273PEph
5.31.3,Colophon,99,381272PCol
5.31.3,Halesus,137,380272WAle
5.31.3,Lebedos,212,381270PLeb
5.31.3,Notium,233,380272PNot
5.31.3,Mimas,312,386265LMim
5.31.3,Erythrae,620,384265PEry
5.31.3,Mimas,633,386265LMim
5.31.3,Erythrae,645,384265PEry
5.31.3,Pteleon,682,385264PPte
5.31.3,Mimas,772,386265LMim
5.31.3,Clazomenae,779,384268PKla
5.31.3,Hippi,806,384264IHip
5.31.3,Sipylum,1040,386275LSip
5.31.3,Maeonia,1094,388283RMai
5.31.3,Sipylum,1197,386275LSip
5.31.4,Smyrna,77,384271PSmy
5.31.4,Meles,188,385272WMel
5.31.4,Smyrna,331,384271PSmy
5.31.4,Tmolus,430,383281LTmo
5.31.4,Tmolus,438,383281LTmo
5.31.4,Taurus,474,370332LTau
5.31.4,Smyrna,490,384271PSmy
5.31.4,Hermus,508,385281WHer
5.31.4,Dorylaion,583,398305UDor
5.31.4,Phrygia,604,400310RPhr
5.31.4,Caria,707,370287RKar
5.31.4,Phrygia,820,400310RPhr
5.31.4,Mysia,829,375275RMys
5.31.4,Lydia,840,385280RLyd
5.31.4,Hermus,867,385281WHer
5.31.4,Temnos,901,387272PTem
5.31.4,Phocaea,1040,387268UPho
5.31.4,Ionia,1070,375275RIon
5.31.5,Aeolia,21,390271RAio
5.31.5,Smyrna,108,384271PSmy
5.31.5,Sipylus,182,386275LSip
5.31.5,Ephesus,198,379273PEph
5.32.1,Aeolis,8,390271RAio
5.32.1,Mysia,45,375275RMys
5.32.1,Troas,56,399263RTro
5.32.1,Hellespont,87,402264WHel
5.32.1,Phocaea,119,387268UPho
5.32.1,Larissa,178,396224PLar
5.32.1,Cyme,202,388269UCym
5.32.1,Myrina,208,388270PMyr
5.32.1,Aegae,263,388273PAig
5.32.1,Neontichos,288,387270UNeo
5.32.1,Temnos,304,387272PTem
5.32.1,Titanus,348,396222LTit
5.32.1,Grynia,402,389271UGry
5.32.1,Elaea,545,389271UEla
5.32.1,Caicus,562,389270WKai
5.32.1,Mysia,587,375275RMys
5.32.1,Pitane,606,389269PPit
5.32.1,Canae,674,390268UKan
5.32.1,Lysimachia,681,390268ULys
5.32.1,Atarnea,693,391269PAta
5.32.1,Carene,702,392268PKar
5.32.1,Cisthene,710,394268PKis
5.32.1,Cilla,720,397269UKil
5.32.1,Theba,737,396270PThe
5.32.1,Astyre,744,396269UAst
5.32.1,Chrysa,752,395261UChr
5.32.1,Palaescepsis,760,398268UPal
5.32.1,Gergitha,774,392277UGer
5.32.1,Neandros,788,397263UNea
5.32.1,Perperene,826,392270UPer
5.32.1,Coryphas,900,394268UKor
5.32.1,Scepsis,1031,398267USke
5.32.1,Lyrnesos,1090,395271ULyr
5.32.1,Ida,1164,397268LIda
5.32.1,Adramytteos,1186,395269Uadr
5.32.1,Ida,1384,397268LIda
5.32.1,Gargara,1414,395265UGar
5.32.1,Antandros,1486,396268UAnt
5.32.1,Assos,1549,395263UAss
5.32.1,Palamedium,1591,395261UPol
5.32.1,Lecton,1646,395261LLek
5.32.1,Aeolis,1663,390271RAio
5.32.1,Troas,1675,399263RTro
5.32.1,Aeolis,1685,390271RAio
5.32.1,Polymedia,1723,395261UPol
5.32.1,Chrysa,1742,395261UChr
5.32.1,Larissa,1763,387270ULar
5.32.1,temple,1776,395261USmi
5.32.1,Colone,1815,397262UKol
5.32.1,Adramyttium,1855,395269Uadr
5.32.1,Rhyndacus,1950,401285WRhy
5.32.1,Mysia,2097,375275RMys
5.33.1,Troas,52,399263RTro
5.33.1,Hamaxitus,61,395261UHam
5.33.1,Cebrenia,77,397266UKeb
5.33.1,Alexandria,145,398262UAnt
5.33.1,Nee,201,397263UNea
5.33.1,Scamander,210,400262WSka
5.33.1,Sigeum,287,400262USig
5.33.1,Xanthus,377,400262WSka
5.33.1,Simois,416,400262WSim
5.33.1,Granicus,637,403273WGra
5.33.1,Propontis,688,408280WPro
5.33.1,Scamandria,717,398264USka
5.33.1,Ilium,810,400262UIli
5.33.1,Rhoeteum,917,400263URho
5.33.1,Rhoeteum,951,400263URho
5.33.1,Dardanium,961,401264UDar
5.33.1,Arisbe,976,402265UAri
5.33.1,Achilleon,1025,399262UAch
5.33.1,Mitylene,1087,391265PMyt
5.33.1,Sigeum,1196,400262USig
5.33.1,Sigeum,1349,400262USig
5.33.1,Aeolis,1408,390271RAio
5.33.1,Troas,1427,399263RTro
5.33.1,Teuthrania,1471,390271PTeu
5.33.1,Caicus,1547,389270WKai
5.33.1,Teuthrania,1573,390271PTeu
5.33.1,Aeolis,1640,390271RAio
5.33.1,Pioniae,1686,396276UPio
5.33.1,Cale,1703,411000UCal
5.33.1,Tiare,1744,391271UTia
5.33.1,Teuthranie,1751,390271PTeu
5.33.1,Haliserne,1772,390271PHal
5.33.1,Thymbre,1803,399263SThy
5.33.1,Apollonia,1831,389277UApo
5.33.1,Pergamum,1846,391272PPer
5.33.1,Elaea,2016,389271UEla
5.33.1,Pergamus,2129,391272PPer
5.33.1,Dardanum,2406,401264UDar
5.33.1,Rhoeteum,2431,400263URho
5.33.1,Hellespont,2528,402264WHel
5.33.2,Apamea,226,381302PApa
5.33.2,Cilicia,285,370340RCil
5.33.2,Cappadocia,294,388350RCap
5.33.2,Cataonia,306,380360RKat
5.33.2,Armenia,320,397443RArm
5.34.1,Nile,134,312301WNil
5.34.1,Canopus,186,313300UCan
5.34.1,Pharos,235,312299IPha
5.34.1,Alexandria,268,312299PAle
5.34.1,Egypt,385,271307REgy
5.34.1,Alexandria,610,312299PAle
5.34.2,Joppe,30,320348UJop
5.34.2,Arados,171,349359PAra
5.35.1,Cyprus,130,350330RCyp
5.35.1,Cilicia,175,370340RCil
5.35.1,Syria,187,355390RSyr
5.35.1,Acamas,406,351323LAka
5.35.1,Nea Paphos,733,348324PPap
5.35.1,Palaepaphos,745,347326PPal
5.35.1,Curias,758,347329PKou
5.35.1,Citium,766,349336PKit
5.35.1,Corinaeum,774,353333PKer
5.35.1,Salamis,785,352339PSal
5.35.1,Amathus,794,347331PAma
5.35.1,Lapethos,803,353332PLap
5.35.1,Soloi,813,351328PSol
5.35.1,Tamasos,820,350332PTam
5.35.1,Chytri,839,352335UChy
5.35.1,Arsinoe,847,350324PMar
5.35.1,Carpasium,856,356344PKar
5.35.1,Golgi,871,351335UGol
5.35.1,Cinyria,891,353333PKer
5.35.1,Marium,900,350324PMar
5.35.1,Idalium,912,350334PIda
5.35.1,Anemurium,967,360328PAne
5.35.1,Cilicia,980,370340RCil
5.35.1,Cilicia,1071,370340RCil
5.35.1,Eleusa,1118,365342UEla
5.35.1,Cleides,1160,358348IKle
5.35.1,Syria,1209,355390RSyr
5.35.1,Nea Paphos,1270,348324PPap
5.35.1,Hierocepia,1284,349323SGer
5.35.1,Salamis,1312,352339PSal
5.35.2,Taurus,181,370332LTau
5.35.2,Chelidoniae,196,362304IChe
5.35.2,Megista,350,361296UMeg
5.35.2,Rhoge,534,362295IRho
5.35.2,Daedala,599,368290UDai
5.35.2,Crya,621,367289UKry
5.35.2,Sidyma,655,364292USid
5.35.2,Telandria,781,367289ITel
5.35.2,Caunus,852,368286UKau
5.36.1,Rhodes,58,364282IRho
5.36.1,Lindos,176,361281PLin
5.36.1,Camirus,184,363279PKam
5.36.1,Ialysus,197,364282PIal
5.36.1,Rhodos,217,364282IRho
5.36.1,Alexandria,244,312299PAle
5.36.1,Egypt,258,271307REgy
5.36.1,Cyprus,374,350330RCyp
5.36.1,Carpathus,599,356271IKar
5.36.1,Casos,659,354269PKas
5.36.1,Eulimna,700,363277IEul
5.36.1,Nisyros,709,366272PNis
5.36.1,Cnidos,744,367274PKni
5.36.1,Rhodes,825,364282IRho
5.36.1,Cnidos,836,367274PKni
5.36.1,Syme,844,366278PSym
5.36.1,Rhodes,1008,364282IRho
5.36.1,Diabetae,1080,368278IDia
5.36.1,Hymos,1090,368278IHym
5.36.1,Chalce,1097,362276ICha
5.36.1,Teutlusa,1133,365279ITeu
5.36.1,Narthecusa,1143,363277INar
5.36.1,Dimastos,1155,363277IDim
5.36.1,Cnidos,1182,367274PKni
5.36.1,Calydna,1220,370270IKal
5.36.1,Nisyros,1254,366272PNis
5.36.1,Arconnesus,1282,370275IArk
5.36.1,Ceramus,1314,370280UKer
5.36.1,Caria,1340,370287RKar
5.36.1,Argiae,1382,373268IArg
5.36.1,Lepsia,1423,373268ILep
5.36.1,Leros,1435,372269PLer
5.36.2,Cos,56,369273PKos
5.36.2,Halicarnassus,88,370274PHal
5.36.2,Prion,320,368268LPri
5.36.2,Nisyros,327,366272PNis
5.36.2,Cos,415,369273PKos
5.36.2,Caryanda,450,371274PKar
5.36.2,Halicarnassus,520,370274PHal
5.36.2,Ceramicus,542,370280UKer
5.36.2,Passala,627,373276UPas
5.37.1,Ionia,20,375275RIon
5.37.1,Trageae,45,373268ITra
5.37.1,Corseae,54,376265IKor
5.37.1,Icaros,67,378263IIka
5.37.1,Lade,112,375272ILad
5.37.1,Miletus,208,375273PMil
5.37.1,Trogiliae,231,377270LTro
5.37.1,Mycale,247,377271LMyc
5.37.1,Argennon,278,383262LArg
5.37.1,Samos,312,377269PSam
5.37.1,Imbrasus,670,377269WImb
5.37.1,Chesius,684,378268WChe
5.37.1,Samos,816,377269PSam
5.38.1,Samos,47,377269PSam
5.38.1,Chios,75,384261PChi
5.38.1,Pelennaeus,417,386260LPel
5.38.1,Samos,592,377269PSam
5.38.1,Lesbos,602,392261ILes
5.38.1,Erythrae,651,384265PEry
5.38.2,Oenussa,68,385262IOin
5.38.2,Arginusa,104,390268IArg
5.38.2,Ephesus,181,379273PEph
5.38.2,Myonnesos,249,380269IMyo
5.38.2,Poroselene,344,393267PPor
5.38.2,Halone,391,405276IHal
5.38.2,Sidusa,498,387265ISid
5.38.2,Teos,655,382268PTeo
5.38.2,Chios,735,384261PChi
5.38.2,Erythrae,764,384265PEry
5.38.3,Smyrna,19,384271PSmy
5.38.3,Troas,129,399263RTro
5.39.1,Lesbos,12,392261ILes
5.39.1,Chios,33,384261PChi
5.39.1,Pyrrha,235,391262PPyr
5.39.1,Arisbe,276,392262PAri
5.39.1,Methymna,318,394262PMet
5.39.1,Antissa,344,393260PAnt
5.39.1,Hiera,465,391265UHie
5.39.1,Eresos,491,391259PEre
5.39.1,Pyrrha,499,391262PPyr
5.39.1,Mitylene,528,391265PMyt
5.39.1,Lepethymnus,744,393263LLep
5.39.1,Ordymnus,757,393258LOrd
5.39.1,Sandaleon,907,393263ISan
5.39.1,Arginussae,1005,390268IArg
5.39.1,Aege,1044,388273PAig
5.39.1,Hellespont,1097,402264WHel
5.39.1,Sigeum,1135,400262USig
5.39.1,Tenedos,1148,398261ITen
5.39.1,Lesbos,1239,392261ILes
5.39.1,Sigeum,1290,400262USig
5.40.1,Hellespont,42,402264WHel
5.40.1,Abydos,369,402264PAby
5.40.1,Percote,440,403266UPer
5.40.1,Lampsacus,449,403267UPit
5.40.1,Parium,499,404271UPar
5.40.1,Adrastia,540,404272Uadr
5.40.1,Priapos,562,404273UPri
5.40.1,Aesepus,581,403278WAis
5.40.1,Zelia,590,402276UZel
5.40.1,Propontis,610,408280WPro
5.40.1,Granicus,712,403273WGra
5.40.1,Artace,741,404278IArt
5.40.1,Cyzicus,862,404279UCyz
5.40.1,Arctonnesos,922,405279IArc
5.40.1,Dindymus,993,405277LDin
5.40.1,Placia,1032,404283UPla
5.40.1,Scylace,1052,404284USky
5.40.1,Olympus,1098,401292LOly
5.40.1,Olympus,1128,401292LOly
5.40.1,Rhyndacus,1203,401285WRhy
5.40.1,Miletopolis,1286,401283UMil
5.40.1,Bithynia,1383,405295RBit
5.40.2,Myrlea,569,404289PBry
5.40.2,Troas,646,399263RTro
5.40.2,Mysia,677,375275RMys
5.40.2,Bryllion,761,404289PBry
5.40.2,Cius,796,404292UPru
5.40.2,Phrygia,931,400310RPhr
5.40.2,Phrygia,1107,400310RPhr
5.41.1,Phrygia,9,400310RPhr
5.41.1,Troas,28,399263RTro
5.41.1,Lectum,105,395261LLek
5.41.1,Galatia,172,401330RGal
5.41.1,Lycaonia,203,375324RLyk
5.41.1,Pisidia,213,370306RPis
5.41.1,Mygdonia,226,368410RMyg
5.41.1,Cappadocia,270,388350RCap
5.41.1,Ancyra,352,392289UAnk
5.41.1,Celaenae,368,381302PApa
5.41.1,Colossae,378,378293UKol
5.41.1,Cotyaion,396,394300UKot
5.42.,Galatia,92,401330RGal
5.42.,Phrygia,118,400310RPhr
5.42.,Gordium,228,397320UGor
5.42.,Maeonia,359,388283RMai
5.42.,Paphlagonia,371,410300RPap
5.42.,Cappadocia,406,388350RCap
5.42.,Galatia,454,401330RGal
5.42.,Ancyra,702,392289UAnk
5.42.,Tavium,728,399345UTav
5.42.,Pessinus,764,393316SPes
5.42.,Galatia,1039,401330RGal
5.42.,Pamphylia,1077,370320RPam
5.42.,Baris,1110,401277UBar
5.42.,Pisidia,1169,370306RPis
5.42.,Lycaonia,1201,375324RLyk
5.42.,Sangarius,1263,411306WSan
5.43.1,Cius,77,404292UPru
5.43.1,Prusa,103,402291UPru
5.43.1,Bithynia,113,405295RBit
5.43.1,Olympus,158,401224LOly
5.43.1,Nicaea,207,404297PNic
5.43.1,Lake Ascanius,215,404295WAsk
5.43.1,Nicaea,265,404297PNic
5.43.1,Olbia,289,431061UOlb
5.43.1,Prusa,374,409311UPro
5.43.1,Pythopolis,410,404294UPyt
5.43.1,Astacum,789,407299UAst
5.43.1,Libyssa,905,408295ULib
5.43.1,Nicomedia,1022,408299PNik
5.43.1,Bithynia,1050,405295RBit
5.43.1,Nicomedia,1176,408299PNik
5.43.1,Bosporus,1288,411291WBos
5.43.1,Chalcedon,1321,410290PCha
5.43.1,Nicomedia,1366,408299PNik
5.43.1,Byzantium,1540,410290UByz
5.43.2,Bithynia,19,405295RBit
5.43.2,Apamea,46,381302PApa
5.43.2,Bithynion,93,407316UBit
5.43.2,Bithynia,206,405295RBit
5.43.2,Galatia,220,401330RGal
5.43.2,Chalcedon,236,410290PCha
5.43.2,Chrysopolis,261,410290UChr
5.43.2,Amycus,343,411291HAmy
5.43.2,Bosporus,462,411291WBos
5.43.2,Chalcedon,594,410290PCha
5.43.2,Lycia,902,365295RLyc
5.43.2,Hellespont,967,402264WHel
5.43.2,Propontis,982,408280WPro
5.43.2,Bosporus,1008,411291WBos
5.43.2,Chalcedon,1042,410290PCha
5.43.2,Sigeum,1055,400262USig
5.44.1,Propontis,49,408280WPro
5.44.1,Cyzicus,71,404279UCyz
5.44.1,Elaphonnesus,80,405275IEla
5.44.1,Proconnesus,176,406276IPro
5.44.1,Ophiussa,199,405275IOph
5.44.1,Halone,250,405276IHal
5.44.1,Nicomedia,361,408299PNik
5.44.1,Demonnesos,372,409291ICha
5.44.1,Heraclea,396,413314PHer
5.44.1,Bithynia,422,405295RBit
5.44.1,Thynias,446,412303IThy
5.44.1,Bithynia,480,405295RBit
5.44.1,Rhyndacus,540,401285WRhy
5.44.1,Rhodussae,636,409290IRho
5.44.1,Megale,672,409291IMeg
5.44.1,Chalcitis,680,409291ICha
6.1.1,Euxine,35,435335WPon
6.1.1,Calpe,570,361000LPHe
6.1.1,Propontis,716,408280WPro
6.1.1,Hellespont,738,402264WHel
6.1.1,Bosporus,814,454367WBos
6.1.2,Hellespont,200,402264WHel
6.1.2,west,297,411291WBos
6.1.2,east,306,454367WBos
6.1.3,Euxine,33,435335WPon
6.1.3,Bosporus,49,411291WBos
6.1.3,Maeotis,70,460370WMai
6.1.3,Chalcedon,253,410290PCha
6.1.3,Phasis,270,422417WPha
6.1.3,Cimmerian Bosporus,327,454367WBos
6.1.3,Cimmerian Straits,528,454367WBos
6.1.4,Bosporus,31,411291WBos
6.1.4,Rhebas,61,412292WRhe
6.1.4,Calpas,141,412302UKal
6.1.4,Sagaris,157,411306WSan
6.1.4,Phrygia,197,400310RPhr
6.1.4,Sangarius,351,411306WSan
6.1.4,Sagaris,380,411306WSan
6.1.4,Heraclea,450,413314PHer
6.1.4,Lycus,473,412314WLyk
6.1.4,Euxine,524,435335WPon
6.1.4,Tium,759,416230UTio
